id,created_at,updated_at
140665,2011-05-01 15:36:46 UTC,2011-05-01 15:35:51 UTC
140916,2011-05-01 16:16:53 UTC,2011-05-01 16:16:01 UTC
141692,2011-05-01 17:57:41 UTC,2011-05-01 17:56:52 UTC
142256,2011-05-01 18:41:17 UTC,2011-05-01 18:40:19 UTC
142365,2011-05-01 18:50:32 UTC,2011-05-01 18:49:52 UTC
142645,2011-05-01 19:09:51 UTC,2011-05-01 19:09:31 UTC
144023,2011-05-02 01:18:19 UTC,2011-05-02 01:17:19 UTC
145086,2011-05-02 03:32:18 UTC,2011-05-02 03:31:45 UTC
145772,2011-05-02 05:38:34 UTC,2011-05-02 05:37:31 UTC
145888,2011-05-02 06:51:05 UTC,2011-05-02 06:50:11 UTC
146088,2011-05-02 07:48:57 UTC,2011-05-02 07:47:59 UTC
146228,2011-05-02 08:24:55 UTC,2011-05-02 08:23:57 UTC
146355,2011-05-02 10:10:09 UTC,2011-05-02 10:09:45 UTC
146360,2011-05-02 10:12:10 UTC,2011-05-02 10:11:10 UTC
146750,2011-05-02 12:27:43 UTC,2011-05-02 12:26:45 UTC
146836,2011-05-02 13:11:09 UTC,2011-05-02 13:10:11 UTC
147240,2011-05-02 15:09:35 UTC,2011-05-02 15:08:47 UTC
147343,2011-05-02 15:19:01 UTC,2011-05-02 15:18:37 UTC
147520,2011-05-02 15:32:13 UTC,2011-05-02 15:31:13 UTC
147574,2011-05-02 15:41:32 UTC,2011-05-02 15:40:29 UTC
147921,2011-05-02 16:27:45 UTC,2011-05-02 16:27:15 UTC
148329,2011-05-02 17:21:15 UTC,2011-05-02 17:20:26 UTC
148374,2011-05-02 17:26:28 UTC,2011-05-02 17:25:39 UTC
148980,2011-05-02 19:05:01 UTC,2011-05-02 19:04:06 UTC
149251,2011-05-02 19:29:19 UTC,2011-05-02 19:29:08 UTC
149324,2011-05-02 19:33:12 UTC,2011-05-02 19:32:16 UTC
149492,2011-05-02 19:45:48 UTC,2011-05-02 19:45:11 UTC
149926,2011-05-02 20:17:37 UTC,2011-05-02 20:16:48 UTC
149935,2011-05-02 20:18:56 UTC,2011-05-02 20:18:06 UTC
150605,2011-05-02 21:06:37 UTC,2011-05-02 21:05:43 UTC
150771,2011-05-02 21:26:07 UTC,2011-05-02 21:25:50 UTC
150948,2011-05-02 21:50:17 UTC,2011-05-02 21:49:29 UTC
151450,2011-05-02 23:00:21 UTC,2011-05-02 23:00:09 UTC
151493,2011-05-02 23:11:00 UTC,2011-05-02 23:10:02 UTC
151584,2011-05-02 23:19:51 UTC,2011-05-02 23:19:13 UTC
151627,2011-05-02 23:23:01 UTC,2011-05-02 23:22:05 UTC
151856,2011-05-02 23:40:40 UTC,2011-05-02 23:39:46 UTC
153966,2011-05-03 05:01:37 UTC,2011-05-03 05:00:54 UTC
154679,2011-05-03 07:02:41 UTC,2011-05-03 07:01:53 UTC
154831,2011-05-03 09:14:45 UTC,2011-05-03 09:13:47 UTC
155632,2011-05-03 14:07:57 UTC,2011-05-03 14:07:34 UTC
155801,2011-05-03 14:18:20 UTC,2011-05-03 14:17:20 UTC
156332,2011-05-03 15:28:16 UTC,2011-05-03 15:27:23 UTC
157128,2011-05-03 17:30:28 UTC,2011-05-03 17:30:07 UTC
157654,2011-05-03 18:45:56 UTC,2011-05-03 18:44:54 UTC
158542,2011-05-03 19:23:58 UTC,2011-05-03 19:22:56 UTC
158625,2011-05-03 19:28:37 UTC,2011-05-03 19:27:43 UTC
159253,2011-05-03 19:57:19 UTC,2011-05-03 19:56:18 UTC
159307,2011-05-03 19:59:15 UTC,2011-05-03 19:58:16 UTC
159356,2011-05-03 20:01:08 UTC,2011-05-03 20:00:10 UTC
160050,2011-05-03 21:41:14 UTC,2011-05-03 21:40:29 UTC
160816,2011-05-03 23:12:07 UTC,2011-05-03 23:11:25 UTC
160902,2011-05-03 23:20:50 UTC,2011-05-03 23:19:57 UTC
161027,2011-05-03 23:28:25 UTC,2011-05-03 23:27:34 UTC
161849,2011-05-04 00:43:57 UTC,2011-05-04 00:43:15 UTC
162135,2011-05-04 03:40:33 UTC,2011-05-04 03:39:34 UTC
162152,2011-05-04 03:42:26 UTC,2011-05-04 03:41:43 UTC
162217,2011-05-04 03:53:26 UTC,2011-05-04 03:52:51 UTC
162258,2011-05-04 03:58:52 UTC,2011-05-04 03:57:54 UTC
162637,2011-05-04 04:31:15 UTC,2011-05-04 04:31:11 UTC
162887,2011-05-04 05:05:44 UTC,2011-05-04 05:04:49 UTC
162960,2011-05-04 05:16:48 UTC,2011-05-04 05:15:49 UTC
164096,2011-05-04 12:31:41 UTC,2011-05-04 12:30:45 UTC
164167,2011-05-04 12:42:32 UTC,2011-05-04 12:41:34 UTC
164471,2011-05-04 13:36:00 UTC,2011-05-04 13:35:13 UTC
164861,2011-05-04 14:14:29 UTC,2011-05-04 14:13:35 UTC
165261,2011-05-04 15:10:06 UTC,2011-05-04 15:09:53 UTC
165266,2011-05-04 15:10:28 UTC,2011-05-04 15:09:43 UTC
165629,2011-05-04 15:37:42 UTC,2011-05-04 15:36:42 UTC
166120,2011-05-04 16:03:39 UTC,2011-05-04 16:03:03 UTC
166157,2011-05-04 16:07:31 UTC,2011-05-04 16:07:02 UTC
166184,2011-05-04 16:10:30 UTC,2011-05-04 16:09:54 UTC
166372,2011-05-04 16:27:57 UTC,2011-05-04 16:27:27 UTC
166533,2011-05-04 16:43:28 UTC,2011-05-04 16:42:29 UTC
167043,2011-05-04 17:44:21 UTC,2011-05-04 17:43:25 UTC
167336,2011-05-04 18:03:05 UTC,2011-05-04 18:02:06 UTC
167365,2011-05-04 18:05:51 UTC,2011-05-04 18:04:59 UTC
167462,2011-05-04 18:12:06 UTC,2011-05-04 18:11:12 UTC
167577,2011-05-04 18:25:33 UTC,2011-05-04 18:25:32 UTC
167610,2011-05-04 18:29:48 UTC,2011-05-04 18:28:47 UTC
167801,2011-05-04 18:47:32 UTC,2011-05-04 18:46:37 UTC
167937,2011-05-04 19:08:26 UTC,2011-05-04 19:07:34 UTC
168040,2011-05-04 19:35:39 UTC,2011-05-04 19:34:42 UTC
168402,2011-05-04 20:00:04 UTC,2011-05-04 19:59:07 UTC
169118,2011-05-04 21:20:23 UTC,2011-05-04 21:20:05 UTC
170444,2011-05-05 02:07:15 UTC,2011-05-05 02:06:15 UTC
170535,2011-05-05 02:20:43 UTC,2011-05-05 02:20:12 UTC
170540,2011-05-05 02:21:43 UTC,2011-05-05 02:20:58 UTC
170570,2011-05-05 02:26:18 UTC,2011-05-05 02:25:51 UTC
170675,2011-05-05 02:44:25 UTC,2011-05-05 02:44:17 UTC
171133,2011-05-05 03:42:26 UTC,2011-05-05 03:41:31 UTC
171250,2011-05-05 04:05:58 UTC,2011-05-05 04:05:55 UTC
171286,2011-05-05 04:14:30 UTC,2011-05-05 04:13:31 UTC
171321,2011-05-05 04:21:20 UTC,2011-05-05 04:20:32 UTC
172808,2011-05-05 12:32:17 UTC,2011-05-05 12:31:17 UTC
173318,2011-05-05 14:24:25 UTC,2011-05-05 14:23:33 UTC
173408,2011-05-05 14:32:51 UTC,2011-05-05 14:31:54 UTC
174046,2011-05-05 15:50:37 UTC,2011-05-05 15:49:53 UTC
174093,2011-05-05 15:54:51 UTC,2011-05-05 15:54:17 UTC
175114,2011-05-05 17:32:15 UTC,2011-05-05 17:31:17 UTC
175884,2011-05-05 18:05:09 UTC,2011-05-05 18:04:17 UTC
175939,2011-05-05 18:09:41 UTC,2011-05-05 18:08:48 UTC
176998,2011-05-05 19:35:59 UTC,2011-05-05 19:35:04 UTC
177418,2011-05-05 20:05:20 UTC,2011-05-05 20:04:20 UTC
177945,2011-05-05 20:26:42 UTC,2011-05-05 20:25:58 UTC
177952,2011-05-05 20:27:03 UTC,2011-05-05 20:26:01 UTC
178407,2011-05-05 20:59:28 UTC,2011-05-05 20:58:38 UTC
179347,2011-05-05 22:40:59 UTC,2011-05-05 22:40:19 UTC
179369,2011-05-05 22:43:35 UTC,2011-05-05 22:42:42 UTC
179429,2011-05-05 22:48:09 UTC,2011-05-05 22:47:11 UTC
179613,2011-05-05 22:59:33 UTC,2011-05-05 22:58:43 UTC
180017,2011-05-05 23:53:07 UTC,2011-05-05 23:52:11 UTC
180390,2011-05-06 00:44:19 UTC,2011-05-06 00:43:24 UTC
181157,2011-05-06 03:00:36 UTC,2011-05-06 02:59:41 UTC
181850,2011-05-06 04:25:50 UTC,2011-05-06 04:25:01 UTC
181856,2011-05-06 04:26:35 UTC,2011-05-06 04:25:35 UTC
182600,2011-05-06 06:05:59 UTC,2011-05-06 06:05:19 UTC
183005,2011-05-06 06:45:37 UTC,2011-05-06 06:44:35 UTC
183948,2011-05-06 14:09:13 UTC,2011-05-06 14:08:11 UTC
184046,2011-05-06 14:30:47 UTC,2011-05-06 14:30:14 UTC
184888,2011-05-06 15:31:33 UTC,2011-05-06 15:31:17 UTC
184892,2011-05-06 15:31:41 UTC,2011-05-06 15:31:27 UTC
184899,2011-05-06 15:31:56 UTC,2011-05-06 15:31:40 UTC
185040,2011-05-06 15:38:37 UTC,2011-05-06 15:37:42 UTC
185122,2011-05-06 15:43:00 UTC,2011-05-06 15:42:10 UTC
185235,2011-05-06 15:50:25 UTC,2011-05-06 15:49:27 UTC
185659,2011-05-06 16:12:05 UTC,2011-05-06 16:11:45 UTC
185819,2011-05-06 16:17:47 UTC,2011-05-06 16:16:51 UTC
185878,2011-05-06 16:20:52 UTC,2011-05-06 16:20:29 UTC
186324,2011-05-06 16:44:10 UTC,2011-05-06 16:43:18 UTC
186386,2011-05-06 16:47:43 UTC,2011-05-06 16:46:50 UTC
187120,2011-05-06 17:55:25 UTC,2011-05-06 17:54:23 UTC
187186,2011-05-06 18:05:00 UTC,2011-05-06 18:04:32 UTC
187299,2011-05-06 18:16:04 UTC,2011-05-06 18:15:46 UTC
187552,2011-05-06 18:39:29 UTC,2011-05-06 18:38:41 UTC
187597,2011-05-06 18:43:27 UTC,2011-05-06 18:42:45 UTC
187935,2011-05-06 19:28:37 UTC,2011-05-06 19:27:39 UTC
188321,2011-05-06 20:14:22 UTC,2011-05-06 20:13:21 UTC
188594,2011-05-06 20:34:30 UTC,2011-05-06 20:33:28 UTC
189555,2011-05-06 22:08:30 UTC,2011-05-06 22:07:30 UTC
189610,2011-05-06 22:12:41 UTC,2011-05-06 22:11:42 UTC
190028,2011-05-06 22:34:40 UTC,2011-05-06 22:33:56 UTC
190389,2011-05-06 22:50:28 UTC,2011-05-06 22:50:27 UTC
191149,2011-05-06 23:36:11 UTC,2011-05-06 23:35:47 UTC
191257,2011-05-06 23:45:50 UTC,2011-05-06 23:45:47 UTC
191292,2011-05-06 23:51:35 UTC,2011-05-06 23:50:39 UTC
192485,2011-05-07 03:31:56 UTC,2011-05-07 03:30:55 UTC
192518,2011-05-07 03:47:42 UTC,2011-05-07 03:47:04 UTC
193021,2011-05-07 17:05:53 UTC,2011-05-07 17:04:59 UTC
193255,2011-05-07 17:33:41 UTC,2011-05-07 17:32:42 UTC
193511,2011-05-07 17:54:51 UTC,2011-05-07 17:53:54 UTC
193540,2011-05-07 17:57:28 UTC,2011-05-07 17:56:32 UTC
193805,2011-05-07 18:53:33 UTC,2011-05-07 18:52:39 UTC
193948,2011-05-07 19:18:12 UTC,2011-05-07 19:17:57 UTC
193994,2011-05-07 19:29:42 UTC,2011-05-07 19:28:52 UTC
194598,2011-05-07 22:12:26 UTC,2011-05-07 22:12:02 UTC
194655,2011-05-07 22:17:20 UTC,2011-05-07 22:17:13 UTC
194846,2011-05-07 22:36:13 UTC,2011-05-07 22:35:14 UTC
194929,2011-05-07 22:47:35 UTC,2011-05-07 22:46:43 UTC
195803,2011-05-08 00:34:30 UTC,2011-05-08 00:33:31 UTC
196806,2011-05-08 02:21:43 UTC,2011-05-08 02:20:43 UTC
197117,2011-05-08 02:36:14 UTC,2011-05-08 02:35:17 UTC
197320,2011-05-08 02:48:55 UTC,2011-05-08 02:48:15 UTC
197803,2011-05-08 04:04:00 UTC,2011-05-08 04:03:06 UTC
199871,2011-05-08 15:40:52 UTC,2011-05-08 15:39:57 UTC
200281,2011-05-08 17:45:50 UTC,2011-05-08 17:45:02 UTC
200427,2011-05-08 18:29:01 UTC,2011-05-08 18:28:01 UTC
200679,2011-05-08 19:31:27 UTC,2011-05-08 19:31:25 UTC
200784,2011-05-08 19:55:22 UTC,2011-05-08 19:54:43 UTC
200820,2011-05-08 20:03:25 UTC,2011-05-08 20:03:11 UTC
201069,2011-05-08 20:35:20 UTC,2011-05-08 20:34:28 UTC
201107,2011-05-08 20:38:47 UTC,2011-05-08 20:38:10 UTC
201681,2011-05-08 22:49:35 UTC,2011-05-08 22:48:51 UTC
202489,2011-05-09 00:48:41 UTC,2011-05-09 00:48:07 UTC
203376,2011-05-09 03:12:53 UTC,2011-05-09 03:11:52 UTC
203450,2011-05-09 03:20:59 UTC,2011-05-09 03:19:57 UTC
203803,2011-05-09 03:47:47 UTC,2011-05-09 03:47:14 UTC
205417,2011-05-09 14:50:12 UTC,2011-05-09 14:49:10 UTC
205824,2011-05-09 15:19:14 UTC,2011-05-09 15:18:23 UTC
206502,2011-05-09 17:24:07 UTC,2011-05-09 17:23:47 UTC
207478,2011-05-09 18:19:46 UTC,2011-05-09 18:18:52 UTC
208502,2011-05-09 20:37:21 UTC,2011-05-09 20:36:32 UTC
208538,2011-05-09 20:49:15 UTC,2011-05-09 20:48:16 UTC
210962,2011-05-10 04:46:26 UTC,2011-05-10 04:45:44 UTC
211007,2011-05-10 04:56:37 UTC,2011-05-10 04:56:25 UTC
211386,2011-05-10 14:54:32 UTC,2011-05-10 14:53:51 UTC
211462,2011-05-10 15:02:07 UTC,2011-05-10 15:01:09 UTC
211620,2011-05-10 15:26:00 UTC,2011-05-10 15:25:05 UTC
211698,2011-05-10 15:56:09 UTC,2011-05-10 15:55:31 UTC
212102,2011-05-10 17:56:32 UTC,2011-05-10 17:56:17 UTC
212337,2011-05-10 18:24:17 UTC,2011-05-10 18:23:21 UTC
212574,2011-05-10 18:46:18 UTC,2011-05-10 18:45:21 UTC
212876,2011-05-10 19:08:03 UTC,2011-05-10 19:07:05 UTC
213107,2011-05-10 19:32:12 UTC,2011-05-10 19:31:19 UTC
213719,2011-05-10 21:13:48 UTC,2011-05-10 21:13:15 UTC
213722,2011-05-10 21:16:31 UTC,2011-05-10 21:15:37 UTC
213975,2011-05-10 21:40:21 UTC,2011-05-10 21:39:21 UTC
213988,2011-05-10 21:41:12 UTC,2011-05-10 21:40:10 UTC
214446,2011-05-10 22:22:58 UTC,2011-05-10 22:22:12 UTC
215374,2011-05-11 00:21:44 UTC,2011-05-11 00:20:56 UTC
216928,2011-05-11 05:44:44 UTC,2011-05-11 05:44:16 UTC
216961,2011-05-11 05:47:44 UTC,2011-05-11 05:46:52 UTC
217410,2011-05-11 13:21:24 UTC,2011-05-11 13:21:04 UTC
217498,2011-05-11 13:34:09 UTC,2011-05-11 13:33:09 UTC
218385,2011-05-11 15:41:11 UTC,2011-05-11 15:40:14 UTC
218530,2011-05-11 15:46:54 UTC,2011-05-11 15:45:57 UTC
218575,2011-05-11 15:49:51 UTC,2011-05-11 15:48:55 UTC
218781,2011-05-11 16:05:50 UTC,2011-05-11 16:04:54 UTC
218931,2011-05-11 16:49:47 UTC,2011-05-11 16:48:55 UTC
219055,2011-05-11 17:01:44 UTC,2011-05-11 17:00:59 UTC
219163,2011-05-11 17:09:34 UTC,2011-05-11 17:08:35 UTC
219285,2011-05-11 17:23:45 UTC,2011-05-11 17:22:46 UTC
219563,2011-05-11 17:56:20 UTC,2011-05-11 17:55:21 UTC
219629,2011-05-11 18:00:55 UTC,2011-05-11 17:59:56 UTC
219906,2011-05-11 18:20:27 UTC,2011-05-11 18:19:48 UTC
219941,2011-05-11 18:23:14 UTC,2011-05-11 18:22:17 UTC
220288,2011-05-11 18:55:10 UTC,2011-05-11 18:54:12 UTC
220291,2011-05-11 18:55:36 UTC,2011-05-11 18:54:41 UTC
220331,2011-05-11 19:00:07 UTC,2011-05-11 18:59:07 UTC
221165,2011-05-11 20:36:14 UTC,2011-05-11 20:35:16 UTC
221167,2011-05-11 20:36:32 UTC,2011-05-11 20:36:22 UTC
221286,2011-05-11 20:47:08 UTC,2011-05-11 20:46:17 UTC
221346,2011-05-11 21:01:37 UTC,2011-05-11 21:00:42 UTC
221808,2011-05-11 23:07:20 UTC,2011-05-11 23:06:52 UTC
221825,2011-05-11 23:12:51 UTC,2011-05-11 23:12:04 UTC
222261,2011-05-12 01:59:12 UTC,2011-05-12 01:59:07 UTC
222479,2011-05-12 02:26:29 UTC,2011-05-12 02:25:33 UTC
223403,2011-05-12 14:00:57 UTC,2011-05-12 14:00:40 UTC
223687,2011-05-12 16:01:14 UTC,2011-05-12 16:00:18 UTC
224523,2011-05-12 19:15:12 UTC,2011-05-12 19:14:12 UTC
225772,2011-05-12 22:20:38 UTC,2011-05-12 22:19:58 UTC
226133,2011-05-13 00:11:03 UTC,2011-05-13 00:10:28 UTC
226477,2011-05-13 03:59:29 UTC,2011-05-13 03:58:57 UTC
226919,2011-05-13 12:53:29 UTC,2011-05-13 12:52:33 UTC
227191,2011-05-13 14:51:47 UTC,2011-05-13 14:50:59 UTC
227284,2011-05-13 15:15:02 UTC,2011-05-13 15:14:08 UTC
227404,2011-05-13 16:36:03 UTC,2011-05-13 16:35:03 UTC
227742,2011-05-13 18:29:46 UTC,2011-05-13 18:28:56 UTC
228085,2011-05-13 19:23:08 UTC,2011-05-13 19:22:08 UTC
228544,2011-05-13 20:49:14 UTC,2011-05-13 20:48:32 UTC
228897,2011-05-13 22:50:53 UTC,2011-05-13 22:49:54 UTC
228903,2011-05-13 22:51:38 UTC,2011-05-13 22:50:42 UTC
228907,2011-05-13 22:52:14 UTC,2011-05-13 22:51:15 UTC
229400,2011-05-14 01:09:44 UTC,2011-05-14 01:08:56 UTC
229444,2011-05-14 01:40:54 UTC,2011-05-14 01:40:13 UTC
229873,2011-05-14 03:49:28 UTC,2011-05-14 03:48:50 UTC
231005,2011-05-14 18:05:57 UTC,2011-05-14 18:04:57 UTC
231191,2011-05-14 18:18:21 UTC,2011-05-14 18:17:30 UTC
231337,2011-05-14 18:35:51 UTC,2011-05-14 18:34:58 UTC
231357,2011-05-14 18:39:19 UTC,2011-05-14 18:38:58 UTC
231778,2011-05-14 21:25:02 UTC,2011-05-14 21:24:02 UTC
232579,2011-05-15 02:02:19 UTC,2011-05-15 02:01:31 UTC
233753,2011-05-15 16:41:03 UTC,2011-05-15 16:40:08 UTC
234413,2011-05-15 20:38:32 UTC,2011-05-15 20:38:02 UTC
234427,2011-05-15 20:42:12 UTC,2011-05-15 20:41:24 UTC
234678,2011-05-15 21:54:32 UTC,2011-05-15 21:54:05 UTC
235255,2011-05-16 05:31:55 UTC,2011-05-16 05:31:11 UTC
235630,2011-05-16 13:34:27 UTC,2011-05-16 13:33:47 UTC
235669,2011-05-16 14:30:58 UTC,2011-05-16 14:30:05 UTC
235983,2011-05-16 16:35:27 UTC,2011-05-16 16:34:57 UTC
236885,2011-05-16 18:22:39 UTC,2011-05-16 18:21:46 UTC
237208,2011-05-16 18:41:41 UTC,2011-05-16 18:40:43 UTC
238108,2011-05-16 20:03:37 UTC,2011-05-16 20:02:44 UTC
238164,2011-05-16 20:10:38 UTC,2011-05-16 20:09:46 UTC
238438,2011-05-16 20:34:56 UTC,2011-05-16 20:34:04 UTC
238913,2011-05-16 21:17:56 UTC,2011-05-16 21:17:03 UTC
238970,2011-05-16 21:23:11 UTC,2011-05-16 21:22:14 UTC
239404,2011-05-16 22:55:02 UTC,2011-05-16 22:54:25 UTC
239571,2011-05-16 23:30:35 UTC,2011-05-16 23:29:39 UTC
240146,2011-05-17 03:05:27 UTC,2011-05-17 03:05:15 UTC
241041,2011-05-17 18:09:25 UTC,2011-05-17 18:08:40 UTC
241427,2011-05-17 19:22:06 UTC,2011-05-17 19:21:16 UTC
241481,2011-05-17 19:26:53 UTC,2011-05-17 19:25:54 UTC
242976,2011-05-17 21:40:23 UTC,2011-05-17 21:39:35 UTC
243015,2011-05-17 21:44:18 UTC,2011-05-17 21:43:25 UTC
243066,2011-05-17 21:49:22 UTC,2011-05-17 21:48:34 UTC
243385,2011-05-17 22:25:11 UTC,2011-05-17 22:24:16 UTC
243934,2011-05-17 23:02:14 UTC,2011-05-17 23:01:20 UTC
244231,2011-05-17 23:14:54 UTC,2011-05-17 23:14:04 UTC
244331,2011-05-17 23:19:09 UTC,2011-05-17 23:18:33 UTC
244441,2011-05-17 23:24:43 UTC,2011-05-17 23:23:48 UTC
244662,2011-05-17 23:47:18 UTC,2011-05-17 23:46:21 UTC
246393,2011-05-18 10:59:18 UTC,2011-05-18 10:58:54 UTC
246757,2011-05-18 13:30:18 UTC,2011-05-18 13:29:33 UTC
248823,2011-05-18 19:55:41 UTC,2011-05-18 19:54:42 UTC
248861,2011-05-18 19:59:18 UTC,2011-05-18 19:58:19 UTC
249040,2011-05-18 20:14:28 UTC,2011-05-18 20:13:31 UTC
249409,2011-05-18 20:42:02 UTC,2011-05-18 20:41:02 UTC
249593,2011-05-18 20:50:55 UTC,2011-05-18 20:49:56 UTC
249690,2011-05-18 20:57:16 UTC,2011-05-18 20:56:18 UTC
249745,2011-05-18 21:02:41 UTC,2011-05-18 21:01:41 UTC
249937,2011-05-18 21:19:26 UTC,2011-05-18 21:18:27 UTC
250196,2011-05-18 21:58:19 UTC,2011-05-18 21:57:27 UTC
250633,2011-05-18 22:44:19 UTC,2011-05-18 22:43:22 UTC
250674,2011-05-18 22:46:51 UTC,2011-05-18 22:45:56 UTC
251083,2011-05-18 23:27:54 UTC,2011-05-18 23:26:55 UTC
251136,2011-05-18 23:34:45 UTC,2011-05-18 23:33:47 UTC
251243,2011-05-18 23:47:53 UTC,2011-05-18 23:46:55 UTC
251352,2011-05-19 00:06:48 UTC,2011-05-19 00:05:54 UTC
251368,2011-05-19 00:11:18 UTC,2011-05-19 00:10:21 UTC
251456,2011-05-19 00:23:45 UTC,2011-05-19 00:23:25 UTC
251875,2011-05-19 02:28:26 UTC,2011-05-19 02:27:35 UTC
251899,2011-05-19 02:31:23 UTC,2011-05-19 02:30:28 UTC
252401,2011-05-19 03:44:45 UTC,2011-05-19 03:44:14 UTC
252500,2011-05-19 03:59:20 UTC,2011-05-19 03:58:39 UTC
253500,2011-05-19 16:01:31 UTC,2011-05-19 16:00:45 UTC
253511,2011-05-19 16:02:47 UTC,2011-05-19 16:01:59 UTC
253553,2011-05-19 16:06:44 UTC,2011-05-19 16:05:54 UTC
253649,2011-05-19 16:20:10 UTC,2011-05-19 16:19:14 UTC
254056,2011-05-19 17:24:38 UTC,2011-05-19 17:23:56 UTC
254227,2011-05-19 17:56:01 UTC,2011-05-19 17:55:06 UTC
254633,2011-05-19 18:28:21 UTC,2011-05-19 18:27:27 UTC
254963,2011-05-19 19:02:27 UTC,2011-05-19 19:01:28 UTC
255107,2011-05-19 19:15:31 UTC,2011-05-19 19:14:34 UTC
255128,2011-05-19 19:16:51 UTC,2011-05-19 19:16:04 UTC
255142,2011-05-19 19:17:57 UTC,2011-05-19 19:17:01 UTC
255201,2011-05-19 19:23:38 UTC,2011-05-19 19:22:44 UTC
255264,2011-05-19 19:27:54 UTC,2011-05-19 19:27:00 UTC
255386,2011-05-19 19:42:00 UTC,2011-05-19 19:41:04 UTC
255422,2011-05-19 19:53:19 UTC,2011-05-19 19:52:54 UTC
255605,2011-05-19 20:42:44 UTC,2011-05-19 20:41:45 UTC
255843,2011-05-19 21:23:20 UTC,2011-05-19 21:22:24 UTC
257180,2011-05-19 23:50:35 UTC,2011-05-19 23:49:40 UTC
257275,2011-05-20 00:28:01 UTC,2011-05-20 00:27:09 UTC
257323,2011-05-20 00:36:27 UTC,2011-05-20 00:35:29 UTC
257431,2011-05-20 01:10:24 UTC,2011-05-20 01:09:26 UTC
258411,2011-05-20 10:34:34 UTC,2011-05-20 10:34:27 UTC
258540,2011-05-20 11:26:48 UTC,2011-05-20 11:26:28 UTC
259522,2011-05-20 15:30:08 UTC,2011-05-20 15:29:16 UTC
260309,2011-05-20 16:54:48 UTC,2011-05-20 16:53:53 UTC
260528,2011-05-20 17:18:45 UTC,2011-05-20 17:17:49 UTC
260572,2011-05-20 17:25:27 UTC,2011-05-20 17:24:36 UTC
260580,2011-05-20 17:26:50 UTC,2011-05-20 17:25:55 UTC
260904,2011-05-20 18:15:11 UTC,2011-05-20 18:14:12 UTC
261000,2011-05-20 18:27:58 UTC,2011-05-20 18:27:07 UTC
261147,2011-05-20 18:47:05 UTC,2011-05-20 18:46:10 UTC
261431,2011-05-20 19:12:51 UTC,2011-05-20 19:12:47 UTC
261573,2011-05-20 19:27:49 UTC,2011-05-20 19:27:43 UTC
262260,2011-05-20 20:24:20 UTC,2011-05-20 20:23:27 UTC
262534,2011-05-20 20:50:54 UTC,2011-05-20 20:50:17 UTC
262543,2011-05-20 20:51:38 UTC,2011-05-20 20:50:41 UTC
262571,2011-05-20 20:53:52 UTC,2011-05-20 20:53:00 UTC
262602,2011-05-20 20:56:36 UTC,2011-05-20 20:55:44 UTC
262734,2011-05-20 21:19:45 UTC,2011-05-20 21:18:56 UTC
262949,2011-05-20 21:50:10 UTC,2011-05-20 21:49:16 UTC
263306,2011-05-20 22:34:18 UTC,2011-05-20 22:33:35 UTC
263533,2011-05-20 23:02:00 UTC,2011-05-20 23:01:27 UTC
263575,2011-05-20 23:06:40 UTC,2011-05-20 23:05:41 UTC
263759,2011-05-20 23:16:37 UTC,2011-05-20 23:15:51 UTC
263784,2011-05-20 23:17:54 UTC,2011-05-20 23:17:12 UTC
263971,2011-05-20 23:27:31 UTC,2011-05-20 23:26:45 UTC
264770,2011-05-21 03:49:10 UTC,2011-05-21 03:48:13 UTC
265252,2011-05-21 13:39:20 UTC,2011-05-21 13:38:22 UTC
265561,2011-05-21 16:45:32 UTC,2011-05-21 16:44:39 UTC
265665,2011-05-21 17:04:18 UTC,2011-05-21 17:03:22 UTC
266477,2011-05-21 20:11:01 UTC,2011-05-21 20:10:05 UTC
266612,2011-05-21 20:32:19 UTC,2011-05-21 20:31:20 UTC
266648,2011-05-21 22:10:01 UTC,2011-05-21 22:09:11 UTC
266867,2011-05-22 02:49:05 UTC,2011-05-22 02:48:44 UTC
266931,2011-05-22 04:20:51 UTC,2011-05-22 04:20:06 UTC
267573,2011-05-22 14:08:48 UTC,2011-05-22 14:08:41 UTC
268178,2011-05-22 17:37:03 UTC,2011-05-22 17:36:07 UTC
268790,2011-05-22 19:30:40 UTC,2011-05-22 19:29:51 UTC
268947,2011-05-22 19:47:09 UTC,2011-05-22 19:46:12 UTC
269038,2011-05-22 19:54:54 UTC,2011-05-22 19:54:06 UTC
269593,2011-05-22 21:07:14 UTC,2011-05-22 21:06:17 UTC
269661,2011-05-22 21:16:19 UTC,2011-05-22 21:15:37 UTC
270037,2011-05-23 02:08:43 UTC,2011-05-23 02:07:51 UTC
270047,2011-05-23 02:10:19 UTC,2011-05-23 02:09:49 UTC
270081,2011-05-23 02:15:02 UTC,2011-05-23 02:14:19 UTC
271413,2011-05-23 13:11:18 UTC,2011-05-23 13:11:11 UTC
271834,2011-05-23 15:48:48 UTC,2011-05-23 15:47:59 UTC
271888,2011-05-23 15:55:23 UTC,2011-05-23 15:54:31 UTC
271950,2011-05-23 16:03:09 UTC,2011-05-23 16:02:21 UTC
271991,2011-05-23 16:06:06 UTC,2011-05-23 16:05:32 UTC
272011,2011-05-23 16:08:31 UTC,2011-05-23 16:08:14 UTC
272504,2011-05-23 16:57:35 UTC,2011-05-23 16:56:45 UTC
273925,2011-05-23 19:46:50 UTC,2011-05-23 19:46:05 UTC
